SMILES,AA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
[O-]C(=O)C(N)CC(C)C,L,9.998657407407407,9.998657407407407,0.31749999999999967,-1.1632407407407397,0.538595200054296,13.777777777777779,130.16699999999997,118.07099999999998,130.08735220391,54.0,0.0,0.05817668597704407,-0.5484525511514782,0.5484525511514782,0.05817668597704407,1.6666666666666667,2.111111111111111,2.2222222222222223,16.367544830314237,10.053224128039224,2.0388203900469537,-2.1329579115808044,2.0028429362138986,-2.4199941756662815,5.7015748405636115,-0.3073572773870574,1.634374150092862,3.501688451273092,101.23098268032228,7.439157588755425,5.755654169683151,5.755654169683151,4.036581260209188,3.001453877698987,3.001453877698987,2.5550777765358315,2.5550777765358315,1.0280878446313653,1.0280878446313653,0.6040928322363623,0.6040928322363623,-0.5700000000000001,8.43,3.454517317421779,3.9683580080753695,54.859608149065075,15.634732056074714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,12.338727669087403,6.041840829147961,5.969305287951849,9.901064578912528,5.969305287951849,0.0,0.0,11.651573523323577,26.31013685145522,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,12.011146117099809,4.794537184071822,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,66.14999999999999,12.011146117099809,9.901064578912528,0.0,0.0,12.338727669087403,0.0,0.0,0.0,13.847474399381248,0.0,5.733667477162185,0.0,0.0,9.998657407407407,9.998657407407407,5.15537037037037,-0.84574074074074,-0.8009259259259258,0.4884259259259258,3.838888888888889,0.0,0.8333333333333334,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-0.8903000000000001,32.43739999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)CCCC[NH3+],K,10.041735638699924,10.041735638699924,0.4978703703703704,-1.1629053287981852,0.41886255256389743,13.0,146.19,132.07799999999997,146.105527688,60.0,0.0,0.07393156105189173,-0.5484527399267314,0.5484527399267314,0.07393156105189173,1.6,2.2,2.6,16.36753873618515,10.123839367585884,2.0065431813125527,-2.1001036582811183,1.9506930494440313,-2.498537550860396,5.701041346421421,-0.36813277036524866,1.8804130315742191,3.214876896824448,105.9209386162151,7.983127663125443,6.006731025239716,6.006731025239716,4.680739212552622,3.4385050488558724,3.4385050488558724,2.2748639723975974,2.2748639723975974,1.3178778093506256,1.3178778093506256,0.6588785956055248,0.6588785956055248,-0.6100000000000001,9.39,5.19660435670694,4.286691532146363,60.19949884607781,21.3683995332369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,6.041840829147961,12.514061693864424,15.634732056074714,5.969305287951849,0.0,0.0,5.733667477162185,25.30430569792599,6.544756405912575,0.0,0.0,0.0,16.573862349165076,0.0,0.0,0.0,18.555902523012385,4.794537184071822,0.0,19.26246486877803,0.0,0.0,0.0,0.0,93.78999999999999,12.011146117099809,9.901064578912528,0.0,0.0,6.4208216229260096,19.386399651764595,0.0,0.0,0.0,5.733667477162185,5.733667477162185,0.0,0.0,10.041735638699924,10.041735638699924,8.798321995464853,-1.1629053287981852,-0.799490740740741,2.2475,0.8331027966742253,0.0,0.8333333333333334,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,-2.5241999999999987,34.58849999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[O-]C(=O)C(N)CCSC,M,9.959772297808012,9.959772297808012,0.4895833333333335,-1.1629166666666662,0.5445250891790143,13.11111111111111,148.207,138.12699999999998,148.04377313991,54.0,0.0,0.058197436904394884,-0.5484521915931732,0.5484521915931732,0.058197436904394884,1.8888888888888888,2.4444444444444446,2.7777777777777777,32.166362768721726,10.242435219636972,1.995757092522368,-2.095773424463329,1.9646490569082642,-2.415657191033571,7.980972863790872,-0.30702607090392703,1.822759080813784,3.265907399226441,96.95878455585176,7.276020881938895,5.293658972143936,6.110155553071662,4.180739212552622,2.6354284739145486,4.0292753240319,1.7070030804445209,2.692601640098009,0.9357289395483835,1.5796794904077625,0.362669207238372,0.8523053613196001,-0.22000000000000008,8.779999999999998,4.6392732499312475,4.294138817480717,58.61777606003372,15.634732056074714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.0,0.0,18.429444413184203,6.041840829147961,5.969305287951849,9.901064578912528,17.731190237342965,0.0,0.0,5.733667477162185,12.462662452073971,12.008622790258194,0.0,0.0,0.0,10.84019487200289,0.0,0.0,11.761884949391115,24.019768907358003,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,66.14999999999999,12.011146117099809,9.901064578912528,0.0,0.0,6.4208216229260096,5.752853606746789,0.0,11.761884949391115,6.255769183511404,0.0,5.733667477162185,0.0,1.57625,9.959772297808012,9.959772297808012,5.127175925925926,-0.3899537037037031,-0.7940277777777782,2.394344293272865,0.0,0.0,0.8,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,-1.1832999999999998,35.98140000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)Cc1ccccc1,F,10.267530706727134,10.267530706727134,0.32259259259259254,-1.2093953136810265,0.6424173842666118,12.416666666666666,164.184,154.10399999999998,164.07170213990997,64.0,0.0,0.05850655697221043,-0.548439948338264,0.548439948338264,0.05850655697221043,1.4166666666666667,2.0,2.5,16.36754458708639,10.076364392744404,2.0254726260466276,-2.1114568971218146,2.0023365923176595,-2.426940787115892,5.707495400628194,-0.3069732638066003,2.0570524174272227,2.5846040823975205,258.4908622767174,8.974691494688164,6.565055246441656,6.565055246441656,5.698377302757663,3.702742041972106,3.702742041972106,2.6152513709083847,2.6152513709083847,1.60118955544135,1.60118955544135,0.9513605616826908,0.9513605616826908,-1.35,8.743896713615024,3.8752009284976325,2.3586512364733427,70.82187601193928,15.634732056074714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,11.984273114623004,6.041840829147961,5.969305287951849,9.901064578912528,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,35.89528683400505,0.0,0.0,10.84019487200289,0.0,0.0,0.0,12.011146117099809,11.21535880699783,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,66.14999999999999,12.011146117099809,9.901064578912528,0.0,0.0,6.4208216229260096,5.563451491696996,0.0,0.0,30.33183534230805,0.0,5.733667477162185,0.0,0.0,10.267530706727134,10.267530706727134,6.197760770975057,-1.2093953136810265,8.320647203325773,0.32259259259259254,0.0,0.0,0.2222222222222222,12.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,-0.6936999999999993,43.12840000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C1CCCN1,P,10.027962962962963,10.027962962962963,0.37962962962963,-0.9699074074074072,0.45053758266518995,28.25,114.12400000000001,106.05999999999999,114.05605207590999,46.0,0.0,0.058385764277157935,-0.548444432448403,0.548444432448403,0.058385764277157935,1.75,2.5,2.75,16.36797258414749,10.225316317979095,2.1288455995245705,-2.0835287032186187,2.017275621892537,-2.4093946211666695,5.709192807318245,-0.3075577889281175,2.1159680315697544,2.34993673877678,96.60179219723159,5.983127663125442,4.515167193676994,4.515167193676994,3.8045304526403108,2.7474002407106255,2.7474002407106255,1.967974121910137,1.967974121910137,1.3448309791985844,1.3448309791985844,0.8857256828755891,0.8857256828755891,-0.5700000000000001,5.564589502018842,2.1320002271579725,0.9795771931582414,47.69880636773457,15.217853182918859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.386399651764595,6.041840829147961,5.969305287951849,9.901064578912528,5.969305287951849,0.0,5.316788604006331,0.0,18.88348407499998,6.544756405912575,0.0,0.0,0.0,10.423315998847038,0.0,0.0,0.0,18.555902523012385,4.794537184071822,0.0,12.841643245852019,0.0,0.0,0.0,0.0,52.16,5.969305287951849,9.901064578912528,0.0,6.041840829147961,0.0,19.386399651764595,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,10.027962962962963,12.821944444444444,0.0,-0.9699074074074072,-0.37962962962963,1.6815277777777777,0.8181018518518519,0.0,0.8,8.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,-1.5117,26.031699999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)CO,S,9.534212962962963,9.534212962962963,0.5671296296296298,-1.4282407407407403,0.39202008822770423,13.428571428571429,104.085,98.03699999999999,104.03531663190999,42.0,0.0,0.06772300284810753,-0.548357553239182,0.548357553239182,0.06772300284810753,2.0,2.4285714285714284,2.4285714285714284,16.37056282526344,10.34947329462658,1.9600949817533055,-2.0559103460253367,1.6633846846301195,-2.4362771642893852,5.702838072029307,-0.30761286522266873,1.6457113704075785,3.3434170589539596,72.58027134782354,5.861807319565799,3.625517495993483,3.625517495993483,3.1807392125526213,1.7547328148727104,1.7547328148727104,1.108102851858019,1.108102851858019,0.4994457784110948,0.4994457784110948,0.07453559924999299,0.07453559924999299,-0.6100000000000001,6.390000000000001,2.5439940390036266,2.1321150278293133,40.559015558071266,20.741259450915422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.618028081612728,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,6.041840829147961,6.606881964512918,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,23.724555476453432,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,86.38,18.618028081612728,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,9.534212962962963,17.493564814814814,4.703703703703704,-1.4282407407407403,-1.2361111111111114,0.0,-0.5671296296296298,0.0,0.6666666666666666,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.9440999999999993,20.068199999999997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)C(C)O,T,9.74462962962963,9.74462962962963,1.0416666666666667,-1.4305555555555551,0.4174524493658052,17.375,118.11199999999998,110.04799999999999,118.05096669590999,48.0,0.0,0.07162193286764328,-0.548345559352948,0.548345559352948,0.07162193286764328,1.875,2.25,2.25,16.37146680880958,10.194708494420041,2.0765360054295763,-2.1367719706346735,1.8321326871858505,-2.4783698593818317,5.709407309656842,-0.30878111934094593,1.6403360647604435,3.6376825478398387,91.28421251514429,6.732050807568877,4.495760983996561,4.495760983996561,3.5534180126147956,2.19913925066213,2.19913925066213,1.5854224383725386,1.5854224383725386,0.7918841792048309,0.7918841792048309,0.19694082543297287,0.19694082543297287,-0.6100000000000001,7.39,2.637269224813579,1.9020806561183323,46.92395767246787,20.741259450915422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,18.115112504848113,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,23.221639899688817,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,86.38,18.115112504848113,9.901064578912528,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,10.84019487200289,0.0,0.0,9.74462962962963,18.190092592592592,4.847222222222222,-1.4305555555555551,-1.2685185185185188,-1.0416666666666667,1.2921296296296296,0.0,0.75,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,-2.5555999999999988,24.663199999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)Cc1c[nH]c(c12)cccc2,W,10.515282816830435,10.515282816830435,0.2840740740740739,-1.2219619236583512,0.7235867035875415,12.866666666666667,203.221,192.13299999999998,203.08260117191,78.0,0.0,0.05850794169612425,-0.5484399370187134,0.5484399370187134,0.05850794169612425,1.4666666666666666,2.2,2.933333333333333,16.367553553862653,10.061025939568744,2.0821845843567353,-2.1070721481394243,2.1792846402668045,-2.4268196139478007,5.835997917000673,-0.30696600013834197,2.617486404067029,2.323487371389896,490.0485079143074,10.836498814253964,8.065055246441656,8.065055246441656,7.1815405503520555,4.696758977828399,4.696758977828399,3.4891501356583934,3.4891501356583934,2.4174955647288576,2.4174955647288576,1.6207541093204159,1.6207541093204159,-1.8099999999999996,9.733912004652456,3.744477633359755,1.8453598902256418,86.71270096468882,20.618710577021922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,18.050640183084614,23.141609332842094,5.969305287951849,9.901064578912528,16.872230220032908,0.0,4.9839785209472085,5.733667477162185,12.462662452073971,0.0,36.02576333715651,0.0,0.0,10.84019487200289,0.0,0.0,0.0,16.995124638047017,11.21535880699783,0.0,5.563451491696996,30.462311845459514,0.0,10.902924932081056,0.0,81.94,12.011146117099809,9.901064578912528,0.0,6.4208216229260096,0.0,16.466376423778055,0.0,6.196843571613076,24.26546827384644,4.9839785209472085,5.733667477162185,0.0,0.0,13.578831569664903,11.523801335348955,7.312001133786849,-1.2219619236583512,6.7380686255983875,2.069259259259259,0.0,0.0,0.18181818181818182,15.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,-0.2123999999999997,54.98510000000002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)Cc1ccc(O)cc1,Y,10.285084719072813,10.285084719072813,0.1442328042328047,-1.2703009259259248,0.6250416792094207,12.384615384615385,180.183,170.10299999999998,180.06661675990998,70.0,0.0,0.11509485929716033,-0.5484399483379909,0.5484399483379909,0.11509485929716033,1.4615384615384615,2.0,2.4615384615384617,16.36759532055029,10.071563675225855,2.035130573674768,-2.1143302583916204,2.0996691205601596,-2.426953578749097,5.707813858138971,-0.3069736364811944,2.0845175502848488,2.641763904889644,294.23305328030176,9.844934982691242,6.934918572751988,6.934918572751988,6.092224152875016,3.8370324422450444,3.8370324422450444,2.796099991465919,2.796099991465919,1.6947051983857802,1.6947051983857802,0.9692979207957375,0.9692979207957375,-1.5499999999999998,9.537336244541484,3.909515505702705,2.757388143125063,75.6161097641353,20.741259450915422,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,24.117007251546223,6.041840829147961,5.969305287951849,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,29.828919765543436,0.0,5.749511833283905,10.84019487200289,0.0,5.749511833283905,0.0,17.117673511940517,11.21535880699783,0.0,5.563451491696996,24.26546827384644,0.0,0.0,0.0,86.38,12.011146117099809,9.901064578912528,0.0,12.170333456209914,0.0,5.563451491696996,12.13273413692322,12.13273413692322,0.0,0.0,10.84019487200289,0.0,0.0,10.285084719072813,19.225145345175108,6.020813492063493,-1.12606812169312,5.2174319727891145,0.21092592592592596,0.0,0.0,0.2222222222222222,13.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,-0.9880999999999995,44.79320000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-]C(=O)C(N)C(C)C,V,9.90462962962963,9.90462962962963,0.04166666666666696,-1.1805555555555551,0.48832749579385404,14.0,116.13999999999999,106.05999999999999,116.07170213990999,48.0,0.0,0.05842878016473028,-0.5484416501900161,0.5484416501900161,0.05842878016473028,1.625,2.0,2.0,16.36763178817759,10.069949620473428,2.056962335963723,-2.1471702054740622,1.9432012552034255,-2.4459642156301733,5.7050792723771115,-0.30804669768048687,1.6403360647604435,3.6376825478398387,90.42945954287094,6.732050807568877,5.048547388496603,5.048547388496603,3.5534180126147956,2.5182906301045946,2.5182906301045946,2.088835952648351,2.088835952648351,0.9903990397689929,0.9903990397689929,0.2721655269759088,0.2721655269759088,-0.5700000000000001,7.43,2.667813604184344,1.9303215294294527,48.49466603466846,15.634732056074714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,5.917906046161393,6.041840829147961,5.969305287951849,9.901064578912528,5.969305287951849,0.0,0.0,11.651573523323577,19.88931522852921,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,12.011146117099809,4.794537184071822,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,66.14999999999999,12.011146117099809,9.901064578912528,0.0,5.917906046161393,0.0,0.0,0.0,13.847474399381248,0.0,0.0,5.733667477162185,0.0,0.0,9.90462962962963,9.90462962962963,5.097222222222222,-1.222222222222222,-0.8240740740740742,0.0,3.473148148148148,0.0,0.8,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,-1.2803999999999998,27.820399999999992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
